City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
218,Grand Forks,US,2021-01-23 19:40:33,47.9417,-97.4337,24.8,93,90,12.66,overcast clouds
219,Sistranda,NO,2021-01-23 19:40:33,63.7256,8.834,35.6,100,75,10.36,broken clouds
220,Paredon,MX,2021-01-23 19:40:34,16.0333,-93.8667,85.62,60,100,10.27,overcast clouds
221,Kapaa,US,2021-01-23 19:37:32,22.0752,-159.319,71.6,94,90,19.57,moderate rain
222,Shemursha,RU,2021-01-23 19:40:34,54.8866,47.5189,34.63,99,100,9.73,snow
223,Lorengau,PG,2021-01-23 19:40:34,-2.0226,147.2712,80.29,73,88,3.98,overcast clouds
224,Inta,RU,2021-01-23 19:40:34,66.0317,60.1659,-22.41,75,0,6.67,clear sky
225,Roma,US,2021-01-23 19:36:05,43.2128,-75.4557,19.0,62,20,17.27,few clouds
226,Flinders,AU,2021-01-23 19:40:34,-34.5833,150.8552,73.0,88,0,1.01,clear sky
227,Geraldton,AU,2021-01-23 19:40:34,-28.7667,114.6,71.6,68,75,10.36,broken clouds
228,Hirara,JP,2021-01-23 19:37:18,24.8,125.2833,66.74,79,100,26.98,overcast clouds
229,Hualmay,PE,2021-01-23 19:40:35,-11.0964,-77.6139,76.8,64,56,9.66,broken clouds
230,Moscow,RU,2021-01-23 19:39:18,55.7522,37.6156,35.01,100,90,6.71,fog
231,Port Macquarie,AU,2021-01-23 19:40:35,-31.4333,152.9167,62.01,99,8,9.28,clear sky
232,Vicuna,CL,2021-01-23 19:40:36,-30.0319,-70.7081,84.99,32,0,1.99,clear sky
233,Caborca,MX,2021-01-23 19:40:36,30.5838,-111.101,64.99,65,1,8.01,clear sky
234,Cap Malheureux,MU,2021-01-23 19:39:36,-19.9842,57.6142,79.0,76,0,1.99,clear sky
235,Glendive,US,2021-01-23 19:40:36,47.1053,-104.7125,26.01,74,75,13.8,broken clouds
236,Bandarbeyla,SO,2021-01-23 19:40:36,9.4942,50.8122,74.68,72,95,19.46,overcast clouds
237,Dodoma,TZ,2021-01-23 19:40:36,-6.1722,35.7395,66.69,90,100,6.49,overcast clouds
238,Brigantine,US,2021-01-23 19:40:36,39.4101,-74.3646,34.0,34,1,31.07,clear sky
239,Wajid,SO,2021-01-23 19:40:37,3.8093,43.2471,81.05,31,98,12.39,overcast clouds
240,Yerbogachen,RU,2021-01-23 19:40:37,61.2767,108.0108,-52.01,75,68,1.54,broken clouds
241,Castro,BR,2021-01-23 19:39:03,-24.7911,-50.0119,72.03,83,100,2.91,overcast clouds
242,Copiapo,CL,2021-01-23 19:38:52,-27.3667,-70.3333,73.4,56,20,11.5,few clouds
243,Klaksvik,FO,2021-01-23 19:40:37,62.2266,-6.589,28.4,93,75,3.56,light rain
244,Ambilobe,MG,2021-01-23 19:40:37,-13.2,49.05,74.57,92,11,1.79,few clouds
245,Cayenne,GF,2021-01-23 19:40:37,4.9333,-52.3333,80.6,83,75,11.5,light rain
246,Rezekne,LV,2021-01-23 19:40:37,56.5,27.3167,37.33,95,100,12.21,overcast clouds
247,Kodiak,US,2021-01-23 19:40:38,57.79,-152.4072,39.2,56,1,10.36,clear sky
248,Nanortalik,GL,2021-01-23 19:39:13,60.1432,-45.2371,23.45,88,0,7.29,clear sky
249,Narsaq,GL,2021-01-23 19:40:38,60.9167,-46.05,28.4,31,1,18.41,clear sky
250,Roth,DE,2021-01-23 19:40:38,49.245,11.0911,35.01,100,20,5.75,few clouds
251,Umm Kaddadah,SD,2021-01-23 19:40:38,13.6017,26.6876,68.68,24,53,13.8,broken clouds
252,Dhidhdhoo,MV,2021-01-23 19:40:38,6.8833,73.1,81.68,74,8,9.22,clear sky
253,Balabac,PH,2021-01-23 19:40:38,7.9868,117.0645,79.09,85,22,9.4,few clouds
254,Ostrovnoy,RU,2021-01-23 19:40:39,68.0531,39.5131,4.71,93,100,18.14,snow
255,Tocopilla,CL,2021-01-23 19:40:39,-22.092,-70.1979,74.91,50,21,10.47,few clouds
256,Mahuva,IN,2021-01-23 19:40:39,21.0914,71.7622,68.31,47,0,9.95,clear sky
257,Bonthe,SL,2021-01-23 19:40:39,7.5264,-12.505,78.91,80,18,10.83,few clouds
258,Fairbanks,US,2021-01-23 19:40:39,64.8378,-147.7164,21.99,78,40,3.44,scattered clouds
259,Qaanaaq,GL,2021-01-23 19:40:39,77.484,-69.3632,17.85,79,100,3.67,overcast clouds
260,Lasa,IT,2021-01-23 19:40:39,46.6166,10.7002,35.6,87,40,3.44,scattered clouds
261,Merauke,ID,2021-01-23 19:40:40,-8.4667,140.3333,78.75,87,76,9.69,light rain
262,Nikolskoye,RU,2021-01-23 19:40:40,59.7035,30.7861,34.0,93,90,4.47,overcast clouds
263,Mon,IN,2021-01-23 19:37:08,26.75,95.1,54.61,87,37,2.3,scattered clouds
264,Sorong,ID,2021-01-23 19:40:40,-0.8833,131.25,79.5,81,73,2.62,broken clouds
265,Sur,OM,2021-01-23 19:40:40,22.5667,59.5289,65.62,60,0,12.97,clear sky
266,Tuktoyaktuk,CA,2021-01-23 19:39:00,69.4541,-133.0374,-20.2,76,1,16.11,snow
267,Cockburn Town,TC,2021-01-23 19:40:40,21.4612,-71.1419,80.6,69,40,6.91,scattered clouds
268,Port Pirie,AU,2021-01-23 19:40:41,-33.1833,138.0167,73.4,43,100,10.04,overcast clouds
269,Huarmey,PE,2021-01-23 19:40:41,-10.0681,-78.1522,76.64,63,11,9.57,few clouds
270,Tautira,PF,2021-01-23 19:40:41,-17.7333,-149.15,86.0,66,20,4.61,few clouds
271,Panaba,MX,2021-01-23 19:40:41,21.2833,-88.2667,84.67,52,0,7.0,clear sky
272,Sao Joao Da Barra,BR,2021-01-23 19:39:59,-21.6403,-41.0511,86.0,51,20,14.97,few clouds
273,Lichinga,MZ,2021-01-23 19:40:41,-13.3128,35.2406,66.2,94,75,10.36,moderate rain
274,La Ronge,CA,2021-01-23 19:40:41,55.1001,-105.2842,-14.8,64,20,8.05,few clouds
275,Klyuchi,RU,2021-01-23 19:40:41,52.2667,79.1667,-1.71,93,100,6.15,overcast clouds
276,San Cristobal,VE,2021-01-23 19:40:42,7.7669,-72.225,87.8,55,40,12.66,scattered clouds
277,Pangody,RU,2021-01-23 19:40:42,65.85,74.4859,-44.81,79,24,4.54,few clouds
278,Padang,ID,2021-01-23 19:40:42,-0.9492,100.3543,75.2,88,75,2.3,broken clouds
279,Katsuura,JP,2021-01-23 19:40:42,35.1333,140.3,39.2,93,75,23.02,light rain
280,Krasnogorsk,RU,2021-01-23 19:40:42,55.8225,37.3181,34.0,100,90,6.71,fog
281,Unity,CA,2021-01-23 19:40:42,52.4501,-109.1682,-13.58,88,0,4.38,clear sky
282,Meulaboh,ID,2021-01-23 19:40:43,4.1363,96.1285,75.94,89,67,3.53,broken clouds
283,Mtwara,TZ,2021-01-23 19:40:43,-10.2667,40.1833,79.32,85,100,6.91,light rain
284,Kieta,PG,2021-01-23 19:40:43,-6.2167,155.6333,77.45,72,100,3.24,overcast clouds
285,Cidreira,BR,2021-01-23 19:40:43,-30.1811,-50.2056,78.8,76,0,15.26,clear sky
286,Carlsbad,US,2021-01-23 19:40:43,33.1581,-117.3506,55.99,71,90,3.44,overcast clouds
287,Manapparai,IN,2021-01-23 19:40:43,10.6,78.4167,75.2,88,20,3.44,mist
288,Tabou,CI,2021-01-23 19:40:44,4.423,-7.3528,78.78,85,2,7.65,clear sky
289,Srednekolymsk,RU,2021-01-23 19:40:44,67.45,153.6833,-29.74,84,100,8.41,overcast clouds
290,Namibe,AO,2021-01-23 19:40:44,-15.1961,12.1522,74.66,75,99,5.19,overcast clouds
291,Mogadishu,SO,2021-01-23 19:40:44,2.0371,45.3438,76.59,82,55,21.05,broken clouds
292,Arlit,NE,2021-01-23 19:40:44,18.7369,7.3853,65.98,21,0,10.83,clear sky
293,Kjollefjord,NO,2021-01-23 19:40:44,70.9457,27.3465,20.3,93,100,26.22,overcast clouds
294,Tunkas,MX,2021-01-23 19:40:44,20.9,-88.75,88.12,45,0,5.64,clear sky
295,Yaring,TH,2021-01-23 19:40:45,6.8662,101.3689,75.78,85,61,9.35,broken clouds
296,Nogliki,RU,2021-01-23 19:40:45,51.8333,143.1667,-1.43,90,100,4.76,overcast clouds
297,Lavrentiya,RU,2021-01-23 19:40:45,65.5833,-171.0,-2.16,86,82,4.59,broken clouds
298,Khorixas,NA,2021-01-23 19:40:45,-20.3667,14.9667,67.55,82,100,10.65,overcast clouds
299,Verkhnyaya Inta,RU,2021-01-23 19:40:45,65.9811,60.3094,-20.96,75,0,7.11,clear sky
300,Port Hedland,AU,2021-01-23 19:40:45,-20.3167,118.5667,84.2,65,5,14.97,clear sky
301,Celestun,MX,2021-01-23 19:40:45,20.8667,-90.4,82.35,60,0,7.16,clear sky
302,Dubinino,RU,2021-01-23 19:40:45,55.6192,89.0911,-2.9,87,95,5.77,overcast clouds
303,Puro,PH,2021-01-23 19:40:46,12.4841,123.3827,77.9,82,100,1.66,overcast clouds
304,Guerrero Negro,MX,2021-01-23 19:40:13,27.9769,-114.0611,63.68,57,72,8.05,broken clouds
305,Tahoua,NE,2021-01-23 19:40:46,14.8888,5.2692,77.0,13,0,4.61,clear sky
306,Mindelo,CV,2021-01-23 19:40:46,16.8901,-24.9804,73.4,68,40,26.46,scattered clouds
307,Kaili,ID,2021-01-23 19:40:46,-3.4626,120.2147,67.44,93,100,0.98,light rain
308,Khuzdar,PK,2021-01-23 19:40:46,27.7384,66.6434,40.5,46,3,8.43,clear sky
309,Ayagoz,KZ,2021-01-23 19:40:46,47.9714,80.4392,10.38,95,100,10.96,snow
310,Kakamega,KE,2021-01-23 19:40:47,0.2842,34.7523,66.69,67,84,6.22,broken clouds
311,Hurghada,EG,2021-01-23 19:40:47,27.2574,33.8129,60.8,51,0,5.75,clear sky
312,Cusuna,HN,2021-01-23 19:40:47,15.85,-85.2333,83.64,62,48,10.87,scattered clouds
313,Norfolk,US,2021-01-23 19:40:47,42.1668,-71.2495,28.99,43,0,14.97,clear sky
314,Laredo,US,2021-01-23 19:40:47,27.5064,-99.5075,66.2,88,90,8.05,overcast clouds
315,Ornskoldsvik,SE,2021-01-23 19:40:47,63.2909,18.7153,19.4,93,90,5.75,light snow
316,Flin Flon,CA,2021-01-23 19:40:47,54.7682,-101.865,-7.6,64,75,10.36,snow
317,Nantucket,US,2021-01-23 19:40:47,41.2835,-70.0995,30.99,47,40,20.71,scattered clouds
318,Marzuq,YE,2021-01-23 19:40:48,14.4,46.4667,56.16,38,64,1.7,broken clouds
319,Challapata,BO,2021-01-23 19:40:48,-18.9,-66.7667,57.74,43,46,5.39,scattered clouds
320,Mount Isa,AU,2021-01-23 19:39:19,-20.7333,139.5,77.0,73,100,4.61,overcast clouds
321,Beidao,CN,2021-01-23 19:40:48,34.5686,105.8933,36.18,83,100,1.52,light rain
322,Kuryk,KZ,2021-01-23 19:40:48,43.2,51.65,39.7,82,14,15.1,few clouds
323,Katherine,AU,2021-01-23 19:40:48,-14.4667,132.2667,78.8,89,90,2.3,overcast clouds
324,Zaria,NG,2021-01-23 19:40:48,11.1113,7.7227,71.02,21,64,10.38,broken clouds
325,Seymchan,RU,2021-01-23 19:40:49,62.8833,152.4333,-29.42,83,100,2.48,overcast clouds
326,Zhicheng,CN,2021-01-23 19:40:49,30.2956,111.5047,43.0,88,11,1.88,few clouds
327,Kavaratti,IN,2021-01-23 19:40:49,10.5669,72.642,81.05,72,26,9.48,scattered clouds
328,Amazar,RU,2021-01-23 19:40:49,53.858,120.875,-11.45,85,100,3.13,overcast clouds
329,Kamina,CD,2021-01-23 19:40:49,-8.7386,24.9906,64.8,95,100,3.51,overcast clouds
330,Vila Velha,BR,2021-01-23 19:40:49,-20.3297,-40.2925,82.4,74,20,11.5,light rain
331,Muisne,EC,2021-01-23 19:40:49,0.6,-80.0333,84.2,89,20,8.05,light rain
332,Meadow Lake,US,2021-01-23 19:40:49,34.8014,-106.5436,57.0,37,75,12.66,broken clouds
333,Aklavik,CA,2021-01-23 19:40:50,68.2191,-135.0107,-0.4,85,75,8.05,broken clouds
334,Oistins,BB,2021-01-23 19:40:50,13.0667,-59.5333,84.2,58,40,14.97,scattered clouds
335,Wadi Musa,JO,2021-01-23 19:40:50,30.3222,35.4793,43.88,51,0,4.47,clear sky
336,Suntar,RU,2021-01-23 19:40:50,62.1444,117.6319,-52.38,75,45,4.16,scattered clouds
337,Saint-Pierre,RE,2021-01-23 19:40:50,-21.3393,55.4781,80.6,74,0,5.75,clear sky
338,Djambala,CG,2021-01-23 19:40:50,-2.5447,14.7533,69.71,92,100,4.0,overcast clouds
339,Launceston,AU,2021-01-23 19:40:50,-41.45,147.1667,57.0,100,75,2.3,mist
340,Akdepe,TM,2021-01-23 19:39:46,42.0551,59.3788,33.8,80,90,4.61,overcast clouds
341,Coolum Beach,AU,2021-01-23 19:40:51,-26.5333,153.1,69.01,89,98,6.31,overcast clouds
342,Mackenzie,CA,2021-01-23 19:40:51,55.2999,-123.1698,10.4,79,90,11.5,light snow
343,Bowen,AU,2021-01-23 19:40:51,-20.0167,148.2333,69.8,94,5,5.75,light rain
344,Altamira,BR,2021-01-23 19:35:52,-3.2033,-52.2064,89.6,62,40,4.61,light rain
345,Banff,CA,2021-01-23 19:40:51,51.1762,-115.5698,12.2,66,18,3.44,few clouds
346,Noumea,NC,2021-01-23 19:40:51,-22.2763,166.4572,79.0,83,90,12.66,overcast clouds
347,Jinchang,CN,2021-01-23 19:40:52,38.4953,102.1739,25.57,79,100,11.16,overcast clouds
348,Abu Dhabi,AE,2021-01-23 19:40:52,24.4667,54.3667,68.0,68,0,6.91,clear sky
349,Yanam,IN,2021-01-23 19:40:52,16.7333,82.2167,67.64,94,0,1.32,clear sky
350,Sazava,CZ,2021-01-23 19:40:52,49.8716,14.8967,36.0,91,100,2.91,overcast clouds
351,Tevaitoa,PF,2021-01-23 19:40:52,-16.7833,-151.5,81.32,69,9,13.33,clear sky
352,Houma,US,2021-01-23 19:40:52,29.5958,-90.7195,62.6,94,90,14.97,mist
353,Havre,FR,2021-01-23 19:40:52,49.5833,0.3333,39.2,65,75,16.11,broken clouds
354,Jalu,LY,2021-01-23 19:40:53,29.0331,21.5482,51.96,44,0,8.55,clear sky
355,Weligama,LK,2021-01-23 19:40:53,5.9667,80.4167,73.0,88,0,7.02,clear sky
356,Guozhen,CN,2021-01-23 19:40:53,34.3659,107.359,38.17,70,100,1.74,overcast clouds
357,Nenjiang,CN,2021-01-23 19:40:53,49.1833,125.2167,1.08,91,40,4.88,scattered clouds
358,Falam,MM,2021-01-23 19:39:58,22.9167,93.6833,44.67,72,0,2.71,clear sky
359,Teguldet,RU,2021-01-23 19:40:53,57.3064,88.1667,-5.55,92,100,3.89,overcast clouds
360,Torrevieja,ES,2021-01-23 19:40:53,37.9787,-0.6822,57.99,63,100,1.01,overcast clouds
361,College,US,2021-01-23 19:40:53,64.8569,-147.8028,21.99,78,40,3.44,scattered clouds
362,Pochutla,MX,2021-01-23 19:40:54,15.7432,-96.4661,89.6,51,75,9.22,broken clouds
363,Lompoc,US,2021-01-23 19:40:54,34.6391,-120.4579,51.8,82,90,6.91,light rain
364,Codrington,AU,2021-01-23 19:40:54,-38.2667,141.9667,64.72,62,100,7.74,overcast clouds
365,Constitucion,CL,2021-01-23 19:39:03,-35.3333,-72.4167,67.23,70,15,6.89,few clouds
366,Beringovskiy,RU,2021-01-23 19:40:54,63.05,179.3167,-9.63,88,1,2.95,clear sky
367,Bacolod,PH,2021-01-23 19:40:17,10.6667,122.95,76.71,80,100,1.36,light rain
368,Omboue,GA,2021-01-23 19:40:54,-1.5746,9.2618,78.03,83,100,3.53,overcast clouds
369,Makat,KZ,2021-01-23 19:40:54,47.6469,53.3463,31.78,99,100,9.55,overcast clouds
370,Alofi,NU,2021-01-23 19:40:55,-19.0595,-169.9187,80.6,89,26,3.44,light rain
371,Severo-Yeniseyskiy,RU,2021-01-23 19:40:55,60.3725,93.0408,-17.61,89,100,3.09,overcast clouds
372,Manzhouli,CN,2021-01-23 19:40:55,49.6,117.4333,5.52,88,97,2.98,overcast clouds
373,Ilhabela,BR,2021-01-23 19:40:55,-23.7781,-45.3581,79.09,74,78,10.09,broken clouds
374,Petropavlovsk-Kamchatskiy,RU,2021-01-23 19:40:55,53.0452,158.6483,-2.2,65,3,11.18,clear sky
375,Bilibino,RU,2021-01-23 19:40:55,68.0546,166.4372,-25.01,83,100,2.55,overcast clouds
376,Buin,CL,2021-01-23 19:40:55,-33.7333,-70.75,89.01,44,0,8.05,clear sky
377,Half Moon Bay,US,2021-01-23 19:39:59,37.4636,-122.4286,53.6,76,75,10.36,broken clouds
378,Thinadhoo,MV,2021-01-23 19:40:56,0.5333,72.9333,82.81,67,80,3.85,broken clouds
379,Kavieng,PG,2021-01-23 19:40:56,-2.5744,150.7967,81.37,78,100,6.8,light rain
380,Masaguisi,PH,2021-01-23 19:40:56,12.7545,121.4484,75.31,82,10,2.17,clear sky
381,Linqiong,CN,2021-01-23 19:39:30,30.4159,103.4609,52.0,81,97,1.81,mist
382,Antalaha,MG,2021-01-23 19:40:56,-14.9003,50.2788,76.62,87,25,5.64,moderate rain
383,Kumbo,CM,2021-01-23 19:40:56,6.2,10.6667,62.87,30,99,6.51,overcast clouds
384,Wawa,NG,2021-01-23 19:40:57,9.9022,4.4192,80.92,16,0,4.65,clear sky
385,Kaduna,NG,2021-01-23 19:40:57,10.5222,7.4383,74.34,19,97,9.4,overcast clouds
386,Port Augusta,AU,2021-01-23 19:40:57,-32.5,137.7667,82.99,43,100,1.63,overcast clouds
387,Urumqi,CN,2021-01-23 19:36:09,43.801,87.6005,14.0,92,0,2.24,snow
388,Aliaga,PH,2021-01-23 19:40:57,15.5167,120.8667,75.2,94,75,2.3,broken clouds
389,Tuatapere,NZ,2021-01-23 19:40:57,-46.1333,167.6833,53.01,88,98,5.01,overcast clouds
390,Asyut,EG,2021-01-23 19:40:57,27.181,31.1837,53.6,62,0,6.78,clear sky
391,Bonoua,CI,2021-01-23 19:40:57,5.2741,-3.595,82.4,83,20,4.61,few clouds
392,Mitsamiouli,KM,2021-01-23 19:40:58,-11.3847,43.2844,81.93,71,100,5.19,overcast clouds
393,Kushalgarh,IN,2021-01-23 19:40:58,23.199,74.4507,65.89,46,0,3.94,clear sky
394,Pandan,PH,2021-01-23 19:40:58,14.0453,124.1694,77.29,82,0,3.36,clear sky
395,Taoudenni,ML,2021-01-23 19:40:58,22.6783,-3.9836,68.81,19,0,9.93,clear sky
396,Labuhan,ID,2021-01-23 19:40:58,-6.8844,112.2051,78.53,82,100,5.08,moderate rain
397,Beira,MZ,2021-01-23 19:40:58,-19.8436,34.8389,79.88,84,100,14.72,overcast clouds
398,Puerto Leguizamo,CO,2021-01-23 19:40:58,-0.1934,-74.7819,88.9,50,28,4.12,scattered clouds
399,Bichura,RU,2021-01-23 19:40:59,50.5881,107.6022,9.99,92,100,2.17,overcast clouds
400,Paicandu,BR,2021-01-23 19:40:59,-23.4575,-52.0486,80.85,77,99,4.76,light rain
401,Phalaborwa,ZA,2021-01-23 19:40:59,-23.943,31.1411,75.2,94,100,11.5,light rain
402,Marion,US,2021-01-23 19:40:21,39.7684,-86.1555,33.01,51,1,3.44,clear sky
403,Cozumel,MX,2021-01-23 19:36:51,20.5083,-86.9458,82.99,69,75,6.91,broken clouds
404,Hit,IQ,2021-01-23 19:40:59,33.6416,42.8251,45.84,50,53,2.91,broken clouds
405,Ongwediva,NA,2021-01-23 19:40:59,-17.7833,15.7667,78.8,57,100,2.3,overcast clouds
406,Arrecife,ES,2021-01-23 19:40:51,28.963,-13.5477,64.4,72,20,9.22,few clouds
407,Farah,AF,2021-01-23 19:41:00,32.5,62.5,32.41,68,0,2.15,clear sky
408,Ocos,GT,2021-01-23 19:41:00,14.5094,-92.1933,89.6,58,40,6.91,scattered clouds
409,Eyl,SO,2021-01-23 19:41:00,7.9803,49.8164,74.35,69,100,17.47,overcast clouds
410,Gisborne,NZ,2021-01-23 19:41:00,-38.6533,178.0042,73.99,59,80,8.01,broken clouds
411,Adrar,MR,2021-01-23 19:41:00,20.5022,-10.0711,68.68,19,2,9.35,clear sky
412,Olot,ES,2021-01-23 19:41:00,42.181,2.4901,51.01,80,100,18.01,overcast clouds
413,Iuna,BR,2021-01-23 19:41:00,-20.3458,-41.5358,71.13,86,91,4.0,light rain
414,Turbat,PK,2021-01-23 19:41:01,26.0023,63.044,52.7,28,0,11.9,clear sky
415,Arman,RU,2021-01-23 19:41:01,59.7,150.1667,-16.67,79,0,8.59,clear sky
416,Viedma,AR,2021-01-23 19:40:24,-40.8135,-62.9967,81.03,38,45,24.94,scattered clouds
417,Muravlenko,RU,2021-01-23 19:37:24,63.7898,74.523,-45.67,78,35,9.04,scattered clouds
418,Qaqortoq,GL,2021-01-23 19:41:01,60.7167,-46.0333,28.4,31,1,18.41,clear sky
419,Aloleng,PH,2021-01-23 19:41:01,16.1307,119.7824,77.72,88,100,8.12,overcast clouds
420,Vytegra,RU,2021-01-23 19:41:01,61.0064,36.4481,33.3,96,100,5.59,overcast clouds
421,Urgut,UZ,2021-01-23 19:41:02,39.4022,67.2431,24.8,74,19,6.91,few clouds
422,Harrisonburg,US,2021-01-23 19:41:02,38.4496,-78.8689,39.99,30,1,9.22,clear sky
423,Melfi,IT,2021-01-23 19:41:02,40.9965,15.6514,41.0,81,73,15.99,broken clouds
424,Agapovka,RU,2021-01-23 19:41:02,53.2973,59.1348,-9.4,77,90,8.95,light snow
425,Vanimo,PG,2021-01-23 19:41:02,-2.6741,141.3028,77.88,78,96,3.31,overcast clouds
426,Tazovskiy,RU,2021-01-23 19:41:02,67.4667,78.7,-42.14,77,0,3.47,clear sky
427,Prince George,CA,2021-01-23 19:40:32,53.9166,-122.753,14.0,85,90,10.36,light snow
428,Yenagoa,NG,2021-01-23 19:40:04,4.9247,6.2642,79.34,77,100,6.46,overcast clouds
429,Sosnovka,RU,2021-01-23 19:41:03,56.255,51.2842,13.41,96,100,8.9,overcast clouds
430,Porto Velho,BR,2021-01-23 19:40:18,-8.7619,-63.9039,89.6,51,40,8.05,light rain
431,Denpasar,ID,2021-01-23 19:41:03,-8.65,115.2167,78.8,89,20,4.61,few clouds
432,Mehamn,NO,2021-01-23 19:41:03,71.0357,27.8492,21.38,94,100,27.56,light snow
433,Tailai,CN,2021-01-23 19:41:03,46.3833,123.4,10.31,94,0,0.89,clear sky
434,Bulalacao,PH,2021-01-23 19:41:03,12.3254,121.3435,78.26,80,44,0.72,scattered clouds
435,Najran,SA,2021-01-23 19:41:03,17.4924,44.1277,55.4,35,0,1.74,dust
436,Uruzgan,AF,2021-01-23 19:41:04,32.8333,66.0,29.8,68,0,7.9,clear sky
437,Tarko-Sale,RU,2021-01-23 19:41:04,64.9225,77.785,-44.61,75,0,8.43,clear sky
